"cliente_id","genero","idade","data_inicio_contrato","tempo_contrato_meses","tipo_plano","valor_mensal","forma_pagamento","frequencia_mensal","duracao_media_treino_min","tem_personal_trainer","participa_aulas_coletivas","usa_app_academia","atrasos_pagamento_12m","teve_desconto_promocao","nps_score","numero_reclamacoes","participou_eventos","reducao_frequencia_3m","dias_desde_ultimo_acesso","tentou_cancelar_antes","churn","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001098","M","51","4/17/2023","31.8","Intermediário","143.64","Boleto","18","30","0","1","0","2","0","6","0","0","1","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001099","F","23","11/4/2022","37.2","Intermediário","143.36","Débito Automático","9","89","0","0","0","1","1","10","0","1","0","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001100","M","41","12/20/2022","35.7","Premium","180.88","Débito Automático","6","23","0","0","1","2","0","7","1","0","1","4","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001101","M","41","1/7/2024","23.1","Intermediário","128.32","Débito Automático","14","59","0","0","1","2","0","5","1","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001102","F","44","7/24/2023","28.6","Premium","182.99","Cartão de Crédito","6","78","0","1","1","0","1","3","1","0","1","24","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001103","F","37","10/6/2021","50.2","Básico","91.28","Débito Automático","13","58","0","1","0","2","0","7","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001104","F","16","11/10/2022","37","Premium","212.17","PIX","14","94","0","0","1","3","1","3","0","1","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001105","F","30","2/3/2024","22.2","Básico","83.09","Cartão de Crédito","8","29","0","1","1","0","0","4","0","1","1","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001106","M","18","12/22/2023","23.7","Básico","86.56","PIX","11","85","0","0","1","0","1","5","0","0","1","2","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001107","M","29","1/2/2022","47.3","Intermediário","133.09","Débito Automático","10","66","1","1","0","0","1","7","0","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001108","F","43","5/27/2023","30.5","Intermediário","152.69","Cartão de Crédito","8","43","0","1","1","0","0","6","0","1","0","3","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001109","F","35","6/5/2024","18.2","Premium","189.63","Cartão de Crédito","7","75","0","0","0","0","0","8","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001110","M","45","3/24/2024","20.6","Intermediário","141.83","Cartão de Crédito","4","63","1","1","0","0","1","5","2","0","0","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001111","F","36","7/15/2024","16.9","Premium","219.05","Débito Automático","8","101","0","1","0","2","1","9","0","0","1","13","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001112","M","16","8/26/2024","15.5","Básico","96.49","PIX","7","79","0","0","0","0","1","5","2","0","1","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001113","M","16","4/8/2025","8.1","Básico","93.23","PIX","10","75","0","0","1","4","1","1","0","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001114","F","33","11/25/2021","48.5","Intermediário","131.88","Débito Automático","11","48","1","0","1","1","1","7","0","0","0","5","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001115","F","29","11/12/2024","12.9","Intermediário","152.82","Cartão de Crédito","9","68","0","0","0","0","0","4","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001116","F","20","3/5/2024","21.2","Premium","217.01","Débito Automático","10","50","0","0","1","0","1","6","1","0","1","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001117","M","16","4/11/2025","8","Intermediário","148.08","Boleto","12","63","0","1","0","1","0","10","0","1","0","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001118","F","23","10/12/2021","50","VIP","256.63","Cartão de Crédito","15","96","0","0","0","0","1","9","0","1","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001119","M","29","12/10/2022","36","Premium","182.06","Débito Automático","13","57","0","0","1","0","0","7","0","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001120","M","39","9/3/2021","51.2","VIP","319.44","Débito Automático","14","28","0","0","0","2","0","8","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001121","F","34","1/28/2022","46.4","Básico","98.8","Débito Automático","9","77","0","0","0","0","0","6","1","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001122","F","51","11/27/2024","12.5","Básico","95.37","Débito Automático","8","84","0","0","0","0","0","0","0","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001123","F","19","11/14/2024","12.9","Básico","96.53","Débito Automático","8","104","0","1","0","0","0","9","0","0","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001124","F","42","9/24/2024","14.6","Básico","90.8","Cartão de Crédito","8","86","0","0","0","2","1","8","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001125","F","32","10/21/2021","49.7","Intermediário","132.08","Cartão de Crédito","14","58","0","1","0","1","0","9","0","0","1","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001126","F","40","3/26/2023","32.6","Intermediário","147.01","Cartão de Crédito","10","71","0","0","0","0","0","3","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001127","M","26","5/24/2024","18.6","Intermediário","148.38","Cartão de Crédito","11","74","0","0","0","0","0","9","0","0","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001128","M","44","11/19/2021","48.7","Premium","213.67","Débito Automático","13","75","0","0","1","1","1","9","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001129","M","35","8/22/2022","39.7","VIP","344.57","Débito Automático","10","15","1","0","1","1","1","6","0","0","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001130","M","23","9/7/2021","51.1","Premium","198.26","Cartão de Crédito","10","50","0","1","0","4","1","6","0","1","0","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001131","F","31","1/2/2023","35.3","Básico","80.69","Débito Automático","11","76","0","0","1","0","0","6","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001132","F","29","8/7/2022","40.1","Básico","98.07","Débito Automático","11","92","0","0","0","0","0","6","2","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001133","M","37","5/11/2024","19","Básico","83.11","Débito Automático","11","49","0","0","0","0","0","7","0","1","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001134","M","17","5/20/2025","6.7","Básico","93.85","Cartão de Crédito","4","54","1","1","0","1","1","7","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001135","F","31","4/11/2021","56","Intermediário","154.83","Boleto","11","59","1","1","0","0","0","7","0","1","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001136","M","36","11/9/2024","13","Intermediário","132.31","Cartão de Crédito","11","61","0","1","1","0","0","7","0","0","0","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001137","F","32","4/14/2024","19.9","Básico","96.51","Débito Automático","10","86","0","0","1","0","0","8","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001138","F","48","9/2/2024","15.3","Premium","196.5","Boleto","10","46","0","0","1","0","0","5","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001139","F","41","12/3/2023","24.3","Premium","219.61","Débito Automático","9","86","0","1","1","0","1","4","2","0","0","2","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001140","F","31","12/9/2024","12.1","Básico","81.3","Cartão de Crédito","8","100","0","1","0","0","1","7","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001141","F","34","4/1/2024","20.3","Intermediário","146.11","Débito Automático","13","55","0","0","0","0","0","6","1","1","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001142","M","35","11/13/2025","0.9","Premium","213.76","PIX","7","54","0","1","0","0","0","8","0","1","0","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001143","F","36","12/22/2021","47.6","Intermediário","139.56","Cartão de Crédito","12","68","0","1","0","0","0","7","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001144","F","16","12/14/2022","35.9","Básico","93.64","Cartão de Crédito","14","50","0","0","0","0","0","8","0","0","0","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001145","M","28","3/27/2025","8.5","Básico","98.36","Cartão de Crédito","11","62","0","0","1","0","0","4","0","1","1","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001146","F","16","5/29/2024","18.4","Básico","94.58","Cartão de Crédito","6","28","0","0","0","0","0","10","2","0","0","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001147","F","47","9/9/2025","3.1","Básico","99.13","Débito Automático","5","86","0","1","1","0","1","5","0","0","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001148","F","31","8/22/2025","3.6","Premium","202.33","Cartão de Crédito","7","106","0","1","1","2","0","6","0","0","1","0","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001149","F","29","11/4/2022","37.2","Básico","90.47","Cartão de Crédito","14","48","0","0","0","0","0","8","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001150","F","42","4/22/2024","19.6","Básico","85.17","Cartão de Crédito","13","23","1","1","0","1","1","1","0","0","1","6","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001151","F","37","1/13/2022","46.9","Básico","99.61","Débito Automático","7","88","0","0","0","3","1","9","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001152","F","18","3/28/2025","8.5","Premium","182.66","Débito Automático","9","54","1","0","1","1","0","7","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001153","F","31","5/15/2022","42.9","Básico","87.07","Cartão de Crédito","10","48","0","1","1","2","0","9","0","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001154","F","27","1/28/2021","58.4","Básico","85.85","Cartão de Crédito","8","61","0","0","1","0","0","7","0","0","0","14","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001155","F","16","9/22/2021","50.6","Intermediário","135.36","Débito Automático","9","34","0","1","0","1","0","1","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001156","F","23","3/12/2023","33","Intermediário","156.61","Débito Automático","13","77","0","1","0","0","0","7","1","0","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001157","M","29","5/15/2025","6.9","Básico","87.26","Cartão de Crédito","8","33","0","0","0","0","1","9","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001158","F","30","1/19/2021","58.7","Básico","98.24","Débito Automático","13","35","0","1","0","0","0","5","0","1","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001159","F","16","11/16/2025","0.8","Premium","201.07","Débito Automático","6","35","1","1","0","3","0","6","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001160","M","45","9/23/2022","38.6","VIP","335.38","Cartão de Crédito","13","69","1","0","1","0","0","1","0","1","0","9","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001161","F","30","5/8/2024","19.1","Básico","90.34","Débito Automático","5","19","0","0","1","0","0","9","0","1","0","6","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001162","M","32","4/25/2023","31.6","Básico","86.13","Boleto","8","117","1","1","1","0","1","9","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001163","M","36","4/6/2023","32.2","Básico","88.89","Débito Automático","12","55","0","1","0","0","0","4","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001164","F","22","6/23/2023","29.6","Premium","201.12","Boleto","14","15","0","0","0","1","0","5","0","1","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001165","M","37","1/14/2024","22.9","Intermediário","130.3","Cartão de Crédito","9","38","0","1","0","0","1","7","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001166","F","27","11/29/2024","12.4","Premium","194.38","Débito Automático","8","79","1","1","1","0","0","5","4","0","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001167","F","21","8/28/2025","3.4","Premium","189.22","PIX","18","98","0","0","0","0","0","5","2","1","1","2","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001168","F","38","7/12/2024","17","VIP","283.5","Cartão de Crédito","6","69","1","0","0","0","1","6","0","0","0","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001169","M","49","2/11/2021","58","Premium","211.12","PIX","3","67","0","0","1","1","0","7","0","1","0","8","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001170","M","40","4/8/2023","32.1","Premium","199.23","Cartão de Crédito","8","26","0","0","0","1","0","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001171","F","43","4/22/2025","7.7","Intermediário","148.39","Cartão de Crédito","2","102","0","0","0","0","1","9","1","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001172","F","25","5/3/2021","55.3","Básico","99.64","Cartão de Crédito","10","78","0","0","1","0","0","8","0","1","0","17","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001173","F","16","7/31/2025","4.4","Intermediário","134.98","Débito Automático","5","73","0","1","0","1","0","3","0","0","0","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001174","M","49","9/13/2023","26.9","Intermediário","138.41","PIX","7","65","1","0","0","5","1","7","0","1","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001175","F","56","3/10/2023","33.1","Intermediário","126.46","Cartão de Crédito","17","78","0","0","1","1","1","4","0","1","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001176","F","50","7/13/2025","5","Básico","87.74","Cartão de Crédito","9","44","0","0","0","0","0","8","0","0","0","8","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001177","F","27","9/17/2022","38.8","Premium","216.24","PIX","10","88","0","0","0","0","0","4","0","0","0","16","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001178","M","18","6/1/2022","42.3","Intermediário","128.6","PIX","12","85","0","0","1","0","0","5","0","0","0","5","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001179","F","19","2/5/2022","46.2","Intermediário","127.18","Débito Automático","11","62","1","0","1","0","0","9","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001180","F","16","8/24/2025","3.6","Básico","87.43","Cartão de Crédito","7","58","0","1","0","0","0","6","0","0","0","15","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001181","F","30","2/4/2025","10.2","Intermediário","152.65","Cartão de Crédito","5","15","0","1","1","0","1","9","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001182","M","51","2/9/2025","10","Básico","92.37","Cartão de Crédito","12","21","0","1","1","5","1","8","1","1","0","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001183","F","30","5/25/2021","54.6","Premium","227.78","PIX","8","78","0","0","0","1","0","6","1","0","0","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001184","F","35","10/16/2022","37.8","Intermediário","156.08","Boleto","13","87","0","0","1","0","0","8","0","0","1","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001185","M","48","3/29/2024","20.4","Básico","82.92","Cartão de Crédito","13","91","1","0","0","1","1","0","0","1","0","10","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001186","F","27","6/20/2025","5.7","Básico","80.75","Débito Automático","6","31","1","1","1","0","0","7","0","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001187","F","56","7/21/2024","16.7","Premium","199.85","Cartão de Crédito","7","122","0","0","1","3","0","9","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001188","M","55","4/13/2025","8","Básico","90.34","Cartão de Crédito","11","90","0","1","0","0","0","9","0","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001189","M","30","10/26/2022","37.5","VIP","301.46","Débito Automático","16","50","0","0","1","0","0","7","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001190","F","25","8/29/2021","51.4","Intermediário","125.26","Cartão de Crédito","8","69","0","0","0","0","0","6","0","0","1","2","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001191","M","40","8/12/2023","28","Básico","82.4","Débito Automático","6","22","0","1","1","0","1","10","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001192","F","27","7/19/2022","40.8","Premium","182.24","Cartão de Crédito","12","49","0","0","1","6","0","10","1","0","1","0","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001193","M","18","8/9/2022","40.1","Básico","96.92","Cartão de Crédito","12","78","0","0","1","1","0","1","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001194","F","47","7/6/2021","53.2","Premium","227.29","Débito Automático","3","66","1","1","1","1","0","4","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001195","M","46","6/24/2022","41.6","Básico","82.21","Boleto","8","108","0","0","0","0","0","10","0","1","1","14","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001196","F","33","9/5/2024","15.2","VIP","271.21","Débito Automático","11","28","0","0","1","0","0","10","0","0","1","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001197","F","16","8/6/2021","52.2","Intermediário","123.49","Cartão de Crédito","14","62","0","1","1","0","0","10","0","0","0","3","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001198","F","17","1/6/2023","35.2","Premium","223.78","Cartão de Crédito","7","36","0","0","0","0","0","3","0","0","0","8","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001199","F","33","10/24/2023","25.6","Básico","99.07","Boleto","6","103","0","1","1","1","0","8","0","1","0","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001200","M","26","6/3/2023","30.3","Básico","85.14","Boleto","7","71","0","1","0","0","0","2","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001201","F","27","6/19/2023","29.8","Premium","195.08","Débito Automático","6","65","0","0","0","0","1","7","0","0","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001202","M","44","4/12/2024","20","Premium","198.03","Débito Automático","11","61","1","0","1","0","0","10","0","1","1","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001203","M","40","2/14/2021","57.9","Básico","89.95","Cartão de Crédito","13","43","0","0","1","0","0","9","0","1","0","15","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001204","M","48","8/24/2022","39.6","Intermediário","147.2","Cartão de Crédito","7","94","1","0","1","0","0","4","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001205","F","20","7/17/2023","28.8","Básico","89.99","Débito Automático","13","69","0","1","1","1","0","7","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001206","F","27","3/26/2024","20.5","Intermediário","157.94","Débito Automático","9","71","0","0","0","1","0","4","0","0","0","5","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001207","F","41","10/4/2022","38.2","Básico","81.9","Débito Automático","14","79","1","0","0","0","0","4","0","1","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001208","M","37","6/19/2022","41.8","Básico","95.87","Débito Automático","3","43","0","1","0","0","0","4","0","1","1","8","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001209","M","50","8/10/2025","4","Básico","86.59","Cartão de Crédito","16","114","0","0","0","0","1","3","2","1","1","3","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001210","F","37","7/12/2022","41","Intermediário","135","Cartão de Crédito","13","104","0","0","0","4","0","5","0","0","1","17","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001211","M","54","10/18/2021","49.8","Básico","94.08","Cartão de Crédito","9","64","0","1","0","0","0","9","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001212","M","38","5/22/2025","6.7","VIP","342.84","Débito Automático","8","57","0","1","1","2","0","6","2","1","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001213","M","44","9/1/2021","51.3","Básico","94.22","PIX","9","80","1","1","1","0","1","9","3","0","1","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001214","F","28","10/12/2024","14","VIP","327.49","Cartão de Crédito","7","93","0","0","1","0","1","1","0","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001215","F","32","6/9/2022","42.1","Intermediário","149.93","Débito Automático","14","108","0","0","0","0","0","7","0","1","0","3","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001216","M","42","10/5/2024","14.2","Intermediário","132.74","Débito Automático","12","81","1","0","1","0","1","7","0","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001217","M","51","6/18/2024","17.8","Básico","95.04","Cartão de Crédito","4","68","0","1","0","0","0","10","2","1","1","6","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001218","F","40","3/30/2022","44.4","Intermediário","151.28","Cartão de Crédito","9","68","1","1","0","0","0","4","0","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001219","F","31","6/28/2025","5.5","Premium","206.57","Cartão de Crédito","15","17","1","1","1","0","1","8","3","0","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001220","M","48","1/24/2025","10.5","Intermediário","141.37","Boleto","11","54","1","0","1","0","1","8","0","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001221","F","16","8/7/2024","16.1","Básico","95.09","Boleto","10","74","0","1","1","0","0","7","0","1","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001222","M","16","12/21/2024","11.7","VIP","331.6","Boleto","13","15","0","0","0","1","0","5","0","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001223","M","40","11/7/2022","37.1","VIP","283.62","Débito Automático","11","69","0","1","1","0","0","6","2","0","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001224","F","32","7/11/2025","5","Intermediário","151.96","Débito Automático","13","44","0","1","1","0","0","7","0","1","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001225","M","39","1/25/2025","10.5","Intermediário","152.47","Débito Automático","9","104","0","1","1","0","1","7","2","0","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001226","F","32","12/6/2025","0.2","Intermediário","129.27","Cartão de Crédito","12","57","0","1","1","3","0","8","0","1","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001227","M","38","8/28/2023","27.5","Básico","94.24","Débito Automático","5","58","0","1","1","1","0","5","2","0","0","13","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001228","M","22","6/3/2023","30.3","Básico","83.63","Boleto","8","61","1","1","0","1","1","5","0","0","1","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001229","F","38","1/30/2022","46.4","Intermediário","123.62","Débito Automático","11","64","0","0","0","1","1","9","0","1","0","4","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001230","M","43","8/13/2022","39.9","Premium","208.63","Débito Automático","10","84","0","1","1","0","0","8","2","1","1","25","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001231","F","46","4/24/2023","31.6","Básico","98.07","Débito Automático","13","56","0","0","0","0","1","6","0","0","0","15","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001232","M","56","4/24/2024","19.6","Intermediário","121.32","Débito Automático","10","65","0","0","0","3","0","8","1","0","0","7","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001233","M","34","10/6/2025","2.2","Premium","221.23","Débito Automático","8","84","1","0","1","0","1","1","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001234","M","35","8/24/2024","15.6","Básico","90.03","Débito Automático","16","65","0","0","1","2","0","6","0","1","1","7","1","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001235","F","16","4/30/2024","19.4","Básico","97.12","Débito Automático","10","81","0","0","0","3","1","4","0","1","0","22","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001236","M","25","12/25/2021","47.5","Premium","222.07","Cartão de Crédito","11","53","0","0","1","0","0","5","1","0","0","9","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001237","F","29","5/11/2024","19","Básico","97.41","Débito Automático","11","73","0","1","0","0","1","7","0","1","0","1","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001238","M","44","1/2/2022","47.3","Básico","95.28","Débito Automático","10","97","0","0","0","0","0","7","0","1","0","3","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001239","F","24","2/15/2021","57.8","Intermediário","153.62","Débito Automático","9","80","0","0","0","0","0","10","0","1","0","5","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001240","M","41","5/27/2023","30.5","Intermediário","126.94","PIX","9","18","0","1","0","4","0","7","1","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001241","F","31","7/19/2025","4.8","Premium","195.09","Cartão de Crédito","11","78","0","0","0","0","1","5","2","0","1","14","0","1","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLI001242","F","29","2/3/2022","46.2","Intermediário","129.6","PIX","9","36","1","1","1","0","0","8","2","1","0","2","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
